Name, BaseDamage, BaseDamageType, AreaDamageType, DetDamageType, ShieldDamageType, LargeGridModifier, SmallGridModifier, ArmorModifier, LightArmorModifier, HeavyArmorModifier, NonArmorModifier, ShieldsModifier, ShieldBypass, FragmentName, FragmentQuanty, FragmentDegrees, BBHRadius, BBHDamage, BBHDepth, BBHMaxAbsorb, BBHFalloff, EOLRadius, EOLDamage, EOLDepth, EOLMaxAbsorb, EOLFalloff, AccelPerSec, MaxSpeed, MaxTrajectory, MaxLifeTime
Thane Fusion Warhead, 1, Kinetic, Kinetic, Kinetic, Kinetic, 1, 1, 1, 2, 2, 2, 1E-06, -1, Thane Fusion Warhead Fired, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 1, 0, Linear, 0, 25, 12500, 60
Thane Fusion Warhead Fired, 1, Kinetic, Kinetic, Kinetic, Kinetic, 1, 1, 1, 2, 2, 2, 0.1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 20, 250000, 7, 0, Linear, 40, 800, 12500, 3600
Javelin Kinetic Penetrator, 1, Kinetic, Kinetic, Kinetic, Kinetic, 1, 1, 9999999, 9999999, 999999, 2, 1E-06, -1, Javelin FullSpeed, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 1, 0, Linear, 0, 25, 12500, 60
Javelin FullSpeed, 9999999, Kinetic, Kinetic, Kinetic, Kinetic, 999999, 999999, 999999, 999999, 999999, 9999999, 1E-06, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 1, 0, Linear, 40, 800, 12500, 3600
Breacher Armourbuster Warhead, 1, Kinetic, Kinetic, Kinetic, Kinetic, 1, 1, 1, 2, 2, 2, 1E-06, -1, Breacher Armourbuster FullSpeed, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 1, 0, Linear, 0, 25, 12500, 60
Breacher Armourbuster FullSpeed, 200000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 5000, -1, -1, 1E-05, 0.1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 20, 75000, 10, 0, Linear, 40, 800, 12500, 3600
Desolator Field Warhead, 1, Energy, Energy, Energy, Energy, 1, 1, 1, 1, 1, 2, 1E-06, -1, AWE Desolator Supernuke, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 1, 0, Linear, 0, 25, 12500, 60
AWE Desolator Supernuke, 5E+07, Energy, Energy, Energy, Energy, 1, 1, 1, 1, 1, 1, 1E-06, 0, AryxDesolatorFieldCharge, 1, 1, 0, 0, 0, 0, NoFallOff, 20, 5000, 10, 0, Linear, 40, 800, 12500, 3600
AryxDesolatorFieldCharge, 1, Energy, Energy, Energy, Energy, 1, 1, 1, 1, 1, 1, 1E-07, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 100, 0
AryxDesolatorPullCharge, 1E+09, Energy, Energy, Energy, Energy, 1E+08, 1E+08, 1, 1, 1, 1, 1E-06, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 1, 0
Broadsword Disruptor Warhead, 1, Kinetic, Kinetic, Kinetic, Kinetic, 1, 1, 1, 2, 2, 2, 1E-06, -1, Broadsword Disruptor FullSpeed, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 1, 0, Linear, 0, 25, 12500, 60
Broadsword Disruptor FullSpeed, 1000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 50, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 10, 7500, 5, 0, Linear, 40, 800, 12500, 3600
Annihilator Antimatter Torpedo Hyperion, 1, Kinetic, Kinetic, Kinetic, Kinetic, 1, 1, 1, 2, 2, 2, 1E-06, -1, Annihilator Torpedo Hyperion, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 1, 0, Linear, 0, 25, 12500, 60
Annihilator Torpedo Hyperion, 1, Kinetic, Kinetic, Kinetic, Kinetic, 1, 1, 1, 2, 2, 2, 0.1, -1, Large Antimatter Bolt, 1, 1, 0, 0, 0, 0, NoFallOff, 5, 5, 1, 0, Linear, 40, 800, 12500, 3600
Large Antimatter Bolt, 500, Energy, Energy, Energy, Energy, 1, 1, 1, 1, 2.5, 10, -1, -1, Large Antimatter Bolt, 2, 360, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Linear, 0, 40, 80, 20
Kingsword Nuclear Charge, 100000, Kinetic, Kinetic, Kinetic, Kinetic, 100000, 100000, 100000, 100000, 100000, 100000, 1000, -1, , 0, 0, 13.5, 100000, 3, 0, Linear, 0, 0, 0, 0, NoFallOff, 0, 3000, 50000, 0
Singularity Bolt, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 5, 0, Singularity Stage 2, 1, 5, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Linear, 0, 3000, 8000, 6000
Singularity Frags, 1000000, Kinetic, Kinetic, Kinetic, Kinetic, 1, 1, -1, -1, -1, -1, -1, -1, Singularity Gravity, 1, 0.1, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Linear, 0, 0.1, 1, 1
Singularity Gravity, 1000, Kinetic, Kinetic, Kinetic, Kinetic, 1, 1, 1, 1, 5, 10, -1, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0.1, 1000, 3600
Singularity Horizon, 1000, Kinetic, Kinetic, Kinetic, Kinetic, 1, 1, 8, 1, 1, 1, -1, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0.1, 1000, 3600
Singularity Gravity Damage, 1000, Kinetic, Kinetic, Kinetic, Kinetic, 1, 1, -1, -1, -1, -1, -1, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0.1, 1000, 3600
Singularity Stage 2, 1000000, Kinetic, Kinetic, Kinetic, Kinetic, 1, 1, -1, -1, -1, -1, -1, -1, Singularity Frags, 1, 0.1, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Linear, 0, 0.1, 30, 300
AryxReaperAmmoWC, 5000, Kinetic, Energy, Energy, Kinetic, -1, -1, -1, -1, 1.5, 2, 5, -1, Reaper Antimatter Bolt, 4, 360, 0, 0, 0, 0, NoFallOff, 5, 25000, 1, 0, Linear, 0, 2150, 10000, 0
Reaper Antimatter Bolt, 600, Energy, Energy, Energy, Energy, 1, 1, 1, 1, 2.5, 2, -1, -1, Reaper Antimatter Bolt, 2, 360, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Linear, 0, 40, 80, 20
AryxRailgunAmmoWC, 60000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 2, -1, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 9000, 10000, 6000
AryxGaussAmmoWC, 112500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 0.001, -1, None, 0, 0, 1.20000004768372, 1000, 3, 0, Pooled, 0, 0, 0, 0, NoFallOff, 0, 4999, 50000, 6000
Radiowave, 1, Energy, Energy, Energy, Energy, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 50000, 0
Radiowave, 1, Energy, Energy, Energy, Energy, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 50000, 0
AryxSmallFocusBeamAmmo, 50, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, 1.5, 10, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 2000, 0
AryxSmallFocusPulseAmmo, 4500, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, 3, 15, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 2000, 0
Interceptor PD Rocket, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, Linear, 250, 600, 5000, 6000
Sidekick Combat Drone, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, -1, -1, AryxATLASAmmoDroneWC, 1, 1, 0, 0, 0, 0, NoFallOff, 3, 5000, 2, 0, Linear, 100, 300, 400000, 3600
AryxATLASAmmoDroneWC, 120, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 0.5, -1, -1, 1.35, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 400, 1200, 0
Falcon Combat Drone, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, -1, -1, 120mm Heavy Shell, 1, 1, 0, 0, 0, 0, NoFallOff, 3, 5000, 2, 0, Linear, 100, 300, 400000, 3600
120mm Heavy Shell, 750, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 0.5, -1, -1, -1, 4, -1, AryxKineticFrags, 10, 360, 0, 0, 0, 0, NoFallOff, 3, 1500, 1, 0, Linear, 0, 900, 3500, 0
Stormrider Combat Drone, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, -1, -1, AryxEnergyNovaAmmo, 1, 1, 0, 0, 0, 0, NoFallOff, 3, 5000, 2, 0, Linear, 100, 300, 400000, 3600
AryxEnergyNovaAmmo, 800, Energy, Energy, Energy, Energy, 1, 1, 1, 1, 1, 5, 12, 0, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 800, 1500, 0
AryxGaussAmmoWC, 112500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 0.001, -1, None, 0, 0, 1.20000004768372, 1000, 3, 0, Pooled, 0, 0, 0, 0, NoFallOff, 0, 4999, 50000, 6000
Zarya Pulse Laser, 35, Energy, Energy, Energy, Energy, -1, -1, 0.5, -1, -1, -1, 5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 3000, 0
AryxSmallFocusBeamLanceAmmo, 100, Energy, Energy, Energy, Energy, -1, -1, 0.35, -1, -1, -1, 10, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 5000, 0
AryxSmallFocusPulseLanceAmmo, 32000, Energy, Energy, Energy, Energy, -1, -1, 0.5, -1, -1, 2, 10, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 5000, 0
Devastator Fusion Torpedo, 1, Energy, Energy, Energy, Energy, -1, -1, 2, -1, -1, 2, 0.001, -1, Devastator Torpedo, 1, 0, 0, 0, 0, 0, NoFallOff, 3, 5000, 10, 0, Linear, 200, 200, 10000, 120
Shieldbreaker-Devastator Torpedo, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 50, -1, AryxEnergyTorp, 1, 0, 0, 0, 0, 0, NoFallOff, 3, 5000, 10, 0, Linear, 200, 200, 10000, 120
Devastator Torpedo, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 1.5, -1, 2, 1E-06, -1, AryxKineticFrags, 100, 360, 0, 0, 0, 0, NoFallOff, 8, 100000, 5, 0, Linear, 300, 300, 10000, 3600
AryxEnergyTorpEMPCharge, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 0.01, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 10, 0
AryxEnergyTorp, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 50, -1, AryxEnergyTorpEMPCharge, 1, 0, 0, 0, 0, 0, NoFallOff, 10, 5000, 5, 0, Linear, 300, 300, 10000, 3600
Ion Devastator Torpedo, 1, Energy, Energy, Energy, Energy, -1, -1, 2, -1, -1, 2, 0.001, -1, Concussion Devastator Launched, 1, 0, 0, 0, 0, 0, NoFallOff, 3, 5000, 10, 0, Linear, 200, 200, 10000, 120
Concussion Devastator Launched, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1E-06, -1, Concussion Devastator EMP, 1, 1, 0, 0, 0, 0, NoFallOff, 1, 5, 1, 0, Linear, 300, 300, 10000, 3600
Concussion Devastator EMP, 1, Energy, Energy, Energy, Energy, 1, 1, 1, 1, 1, 10, -1, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Linear, 0, 40, 80, 20
AryxKineticFrags, 500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, 2, -1, -1, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1000, 50, 0
480mm Heavy Shell, 5000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 0.5, -1, -1, 1.5, 2, -1, AryxKineticFrags, 40, 360, 0, 0, 0, 0, NoFallOff, 4, 7000, 2, 0, Linear, 0, 900, 4000, 0
AryxKineticFrags, 500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, 2, -1, -1, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1000, 50, 0
850mm Ferrous, 7000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, 5, 25, -1, AryxHeavyCoilgunPiercingAmmoWC, 1, 0, 0, 0, 0, 0, NoFallOff, 5, 35000, 2, 0, Curve, 0, 0, 9000, 6000
AryxHeavyCoilgunPiercingAmmoWC, 75000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, 1E+09, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 1000, 6000
AryxTeslaBeamAmmo, 500, Energy, Energy, Energy, Energy, -1, -1, 0.35, -1, -1, -1, 1, -1, AryxTeslaBeamAmmo, 2, 60, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 40, 0
85mm AP ECHO, 750, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1500, 10000, 0
85mm HE ECHO, 100, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.5, 0.75, -1, -1, 2, 2, -1, HE Echo Frags, 20, 90, 0, 0, 0, 0, NoFallOff, 2, 600, 1, 0, Pooled, 0, 800, 10000, 0
HE Echo Frags, 10, Kinetic, Kinetic, Kinetic, Kinetic, -1, 2.5, -1, -1, -1, 2, 4, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 300, 50, 0
AryxPDRailgunAmmo, 15500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 4999, 10000, 6000
AryxWarriorAmmoAP, 1050, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, 2, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 900, 5000, 0
Spartan Energy Bolt, 500, Energy, Energy, Energy, Energy, -1, 2, -1, -1, -1, -1, 10, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1400, 3000, 0
MG61T Vulcan Ammo, 120, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, 1.35, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1000, 2500, 0
Red Flare, 1, Energy, Energy, Energy, Energy, 0, 0, 0, 0, 0, 0, 0, 0, Red Flare Burn, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 25, 100, 240
Red Flare Burn, 1, Energy, Energy, Energy, Energy, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 10000, 600
Blue Flare, 1, Energy, Energy, Energy, Energy, 0, 0, 0, 0, 0, 0, 0, 0, Blue Flare Burn, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 25, 100, 240
Blue Flare Burn, 1, Energy, Energy, Energy, Energy, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 10000, 600
Green Flare, 1, Energy, Energy, Energy, Energy, 0, 0, 0, 0, 0, 0, 0, 0, Green Flare Burn, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 25, 100, 240
Green Flare Burn, 1, Energy, Energy, Energy, Energy, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 10000, 600
720nm Laser - MODRED, 35, Energy, Energy, Energy, Energy, -1, -1, 0.75, -1, -1, -1, 10, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 3000, 0
580nm Laser - MODYEL, 75, Energy, Energy, Energy, Energy, -1, -1, 0.75, -1, -1, -1, 10, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 3000, 0
525nm Laser - MODGRN, 150, Energy, Energy, Energy, Energy, -1, -1, 0.75, -1, -1, -1, 10, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 3000, 0
450nm Laser - MODBLU, 200, Energy, Energy, Energy, Energy, -1, -1, 0.75, -1, -1, -1, 10, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 3000, 0
380nm Laser - MODVIO, 250, Energy, Energy, Energy, Energy, -1, -1, 0.75, -1, -1, -1, 10, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 3000, 0
240mm Heavy Shell [Windfall], 4500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 0.55, -1, -1, 1.5, 2, -1, AryxKineticFrags, 25, 360, 0, 0, 0, 0, NoFallOff, 3, 9000, 2, 0, Linear, 0, 900, 4000, 0
AryxKineticFrags, 500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, 2, -1, -1, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1000, 50, 0
Furion Plasma, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, 5, 10, 0, FurionPlasmaFrags, 1, 1, 0, 0, 0, 0, NoFallOff, 10, 4000, 1, 0, Linear, 0, 250, 1500, 360
Pulsar Energy Bolt, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, 0.95, 0.5, -1, 15, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 3, 23000, 1, 0, Linear, 0, 1800, 5000, 0
Red Flare, 1, Energy, Energy, Energy, Energy, 0, 0, 0, 0, 0, 0, 0, 0, Red Flare Burn, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 25, 100, 240
Red Flare Burn, 1, Energy, Energy, Energy, Energy, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 10000, 600
Blue Flare, 1, Energy, Energy, Energy, Energy, 0, 0, 0, 0, 0, 0, 0, 0, Blue Flare Burn, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 25, 100, 240
Blue Flare Burn, 1, Energy, Energy, Energy, Energy, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 10000, 600
Green Flare, 1, Energy, Energy, Energy, Energy, 0, 0, 0, 0, 0, 0, 0, 0, Green Flare Burn, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 25, 100, 240
Green Flare Burn, 1, Energy, Energy, Energy, Energy, 0, 0, 0, 0, 0, 0, 0, 0, , 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 10000, 600
Gladius Missile, 10, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, 3, 1, -1, Gladius Missile Launched, 1, 5, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 100, 100, 8000, 300
Gladius Missile Launched, 10, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, 3, 2, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 5, 16000, 2.5, 0, Linear, 200, 400, 8000, 6000
Impulse Gladius Missile, 10, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, 3, 1, -1, Impulse Gladius Missile Launched, 1, 5, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 100, 100, 8000, 300
Impulse Gladius Missile Launched, 10, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, 3, 2, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 5, 4000, 2.5, 0, Linear, 200, 400, 8000, 6000
Gladius Phase Missile, 10, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, 3, 1, -1, Gladius Phase Missile Launched, 1, 5, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 100, 100, 8000, 300
Gladius Phase Missile Launched, 10, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, 3, 2, 1, , 0, 0, 0, 0, 0, 0, NoFallOff, 3, 8500, 1.5, 0, Linear, 200, 400, 8000, 6000
Centurion Ion Beam, 60, Energy, Energy, Energy, Energy, -1, -1, 0.35, -1, -1, -1, 10, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 5000, 0
Centurion Ion Pulse, 1000, Energy, Energy, Energy, Energy, -1, -1, 0.5, -1, -1, 2, 10, -1, Centurion EMP Fragment, 1, 1, 0, 0, 0, 0, NoFallOff, 3.5, 3000, 1, 0, Curve, 0, 0, 5000, 0
Centurion EMP Fragment, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, -1, 0, Centurion JumpNull Fragment, 1, 1, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 1000, 0
Centurion JumpNull Fragment, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, -1, 0, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 1000, 0
Centurion Ion Beam Muzzleflash, 100, Energy, Energy, Energy, Energy, -1, -1, 0.35, -1, -1, -1, 10, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 0, 1, 1, 0, Curve, 0, 0, 1, 0
Medusa Phase Bolt, 2500, Energy, Energy, Energy, Energy, 1, 1, 1, 1, 1, 5, 10, 0.5, None, 0, 0, 0, 0, 0, 0, NoFallOff, 3, 2500, 1, 0, Linear, 0, 900, 3500, 0
1000mm Avalanche Mortar Shell, 2000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 0.75, -1, -1, 1, 8, -1, AryxKineticFrags, 25, 1, 0, 0, 0, 0, NoFallOff, 25, 50000, 1, 0, Linear, 0, 400, 10000, 1500
AryxKineticFrags, 500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, 2, -1, -1, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1000, 50, 0
Mini Graviton Traction Beam, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, -1, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 100, 0
Argus Laser, 75, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, 1.5, 5, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 500, 0
Shrike Bomb, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 1.5, -1, 2, 5, 1, , 0, 0, 0, 0, 0, 0, NoFallOff, 8, 100000, 5, 0, Linear, 0, 1, 10000, 1800
Starfall Rail-Rocket, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 2, -1, -1, 2, 0.001, -1, Starfall Rail-Rocket Flight Stage, 1, 15, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Linear, 250, 500, 15000, 120
Starfall Rail-Rocket Flight Stage, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 1.5, -1, 2, 3, -1, Starfall Rail-Rocket Deadlock Stage, 1, 1, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 500, 1500, 15000, 3600
Starfall Rail-Rocket Deadlock Stage, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 1.5, -1, 2, 1, -1, AryxKineticFrags, 100, 360, 0, 0, 0, 0, NoFallOff, 10, 100000, 7, 0, Linear, 1000, 2000, 2500, 3600
AryxKineticFrags, 500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, 2, -1, -1, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1000, 50, 0
120mm Heavy Shell [Storm], 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.75, 0.5, -1, -1, -1, 4, -1, AryxKineticFrags, 10, 360, 0, 0, 0, 0, NoFallOff, 3, 1500, 1, 0, Linear, 0, 800, 3500, 0
AryxKineticFrags, 500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, 2, -1, -1, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1000, 50, 0
Sabre Missile Single-use, 10, Kinetic, Kinetic, Energy, Energy, -1, -1, -1, 2.5, 2, 3, 1, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 5, 12500, 2, 0, Linear, 250, 550, 5000, 6000
Spartan Energy Bolt, 500, Energy, Energy, Energy, Energy, -1, 2, -1, -1, -1, -1, 10, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1400, 3000, 0
AryxNovaAmmo, 500, Energy, Energy, Energy, Energy, 1, 1, 1, 1, 1, 5, 10, 0.75, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 950, 1500, 0
AryxNucleonLaserAmmo, 200, Energy, Energy, Energy, Energy, -1, -1, 0.5, -1, -1, 5, 20, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1500, 400, 0
