09-22-23_04-12-13-246 - Logging Started
04-16-24-601 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[6] Targ:[11] Bloc:[68] Aim:[27] CCast:[6] RndCast[12] TopCast[0]
04-24-45-179 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[25] Targ:[39] Bloc:[6] Aim:[27] CCast:[0] RndCast[0] TopCast[0]
04-24-48-175 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[31] Targ:[38] Bloc:[74] Aim:[95] CCast:[2] RndCast[65] TopCast[0]
04-24-51-535 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[38] Bloc:[14] Aim:[34] CCast:[2] RndCast[4] TopCast[0]
04-24-54-527 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[39] Bloc:[124] Aim:[145] CCast:[27] RndCast[91] TopCast[0]
04-24-58-210 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[38] Bloc:[10] Aim:[31] CCast:[0] RndCast[4] TopCast[0]
04-25-01-379 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[33] Bloc:[72] Aim:[85] CCast:[1] RndCast[60] TopCast[0]
04-25-04-379 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[34] Bloc:[18] Aim:[32] CCast:[1] RndCast[7] TopCast[0]
04-25-07-542 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[37] Bloc:[13] Aim:[30] CCast:[1] RndCast[3] TopCast[0]
04-25-10-542 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[36] Bloc:[14] Aim:[29] CCast:[1] RndCast[3] TopCast[0]
04-25-13-716 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[36] Bloc:[19] Aim:[34] CCast:[1] RndCast[7] TopCast[0]
04-25-16-716 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[38] Bloc:[14] Aim:[31] CCast:[1] RndCast[3] TopCast[0]
04-25-19-884 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[38] Bloc:[66] Aim:[84] CCast:[0] RndCast[57] TopCast[0]
04-25-23-054 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[37] Bloc:[18] Aim:[35] CCast:[2] RndCast[6] TopCast[0]
04-25-26-212 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[35] Bloc:[73] Aim:[88] CCast:[28] RndCast[35] TopCast[0]
04-25-29-906 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[38] Bloc:[4] Aim:[26] CCast:[0] RndCast[0] TopCast[0]
04-25-32-904 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[37] Bloc:[124] Aim:[143] CCast:[26] RndCast[92] TopCast[0]
04-25-36-076 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[39] Bloc:[70] Aim:[92] CCast:[28] RndCast[37] TopCast[0]
04-25-39-075 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[38] Bloc:[10] Aim:[30] CCast:[1] RndCast[3] TopCast[0]
04-25-42-242 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[39] Bloc:[17] Aim:[39] CCast:[2] RndCast[8] TopCast[0]
04-25-45-414 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[32] Bloc:[5] Aim:[20] CCast:[0] RndCast[0] TopCast[0]
04-25-48-585 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[34] Bloc:[75] Aim:[91] CCast:[2] RndCast[65] TopCast[0]
04-25-51-753 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[32] Bloc:[9] Aim:[24] CCast:[1] RndCast[3] TopCast[0]
04-25-58-037 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[31] Bloc:[70] Aim:[80] CCast:[26] RndCast[33] TopCast[0]
04-26-01-744 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[32] Bloc:[64] Aim:[77] CCast:[26] RndCast[31] TopCast[0]
04-26-04-747 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[34] Bloc:[9] Aim:[22] CCast:[0] RndCast[0] TopCast[0]
04-26-07-924 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[33] Bloc:[83] Aim:[85] CCast:[0] RndCast[57] TopCast[0]
04-26-10-924 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[35] Bloc:[71] Aim:[88] CCast:[1] RndCast[64] TopCast[0]
04-26-14-087 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[34] Bloc:[10] Aim:[26] CCast:[1] RndCast[3] TopCast[0]
04-26-17-255 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[31] Bloc:[10] Aim:[23] CCast:[0] RndCast[4] TopCast[0]
04-26-20-256 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[31] Bloc:[65] Aim:[76] CCast:[0] RndCast[57] TopCast[0]
04-26-23-421 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[35] Bloc:[9] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
04-26-26-675 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[35] Bloc:[11] Aim:[27] CCast:[1] RndCast[3] TopCast[0]
04-26-30-849 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[45] Targ:[33] Bloc:[19] Aim:[33] CCast:[2] RndCast[10] TopCast[0]
04-26-36-415 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[49] Targ:[37] Bloc:[138] Aim:[96] CCast:[1] RndCast[57] TopCast[0]
04-26-39-592 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[45] Targ:[30] Bloc:[7] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-26-42-594 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[45] Targ:[29] Bloc:[9] Aim:[17] CCast:[0] RndCast[0] TopCast[0]
04-26-45-777 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[45] Targ:[32] Bloc:[9] Aim:[20] CCast:[0] RndCast[0] TopCast[0]
04-26-48-950 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[45] Targ:[33] Bloc:[9] Aim:[21] CCast:[0] RndCast[0] TopCast[0]
04-26-52-126 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[45] Targ:[34] Bloc:[66] Aim:[79] CCast:[0] RndCast[57] TopCast[0]
04-26-55-291 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[45] Targ:[29] Bloc:[9] Aim:[17] CCast:[0] RndCast[0] TopCast[0]
04-26-58-463 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[45] Targ:[28] Bloc:[9] Aim:[16] CCast:[0] RndCast[0] TopCast[0]
04-27-02-346 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[53] Targ:[30] Bloc:[9] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-27-05-521 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[29] Bloc:[9] Aim:[17] CCast:[0] RndCast[0] TopCast[0]
04-27-08-686 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[31] Bloc:[9] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
04-27-11-854 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[31] Bloc:[9] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
04-27-15-030 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[32] Bloc:[106] Aim:[21] CCast:[1] RndCast[0] TopCast[0]
04-27-18-293 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[49] Targ:[53] Bloc:[388] Aim:[61] CCast:[20] RndCast[0] TopCast[0]
04-27-21-501 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[41] Targ:[49] Bloc:[149] Aim:[48] CCast:[9] RndCast[1] TopCast[0]
04-27-24-649 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[38] Targ:[47] Bloc:[146] Aim:[97] CCast:[5] RndCast[57] TopCast[0]
04-27-27-831 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[46] Targ:[49] Bloc:[641] Aim:[389] CCast:[305] RndCast[47] TopCast[0]
04-27-31-776 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[53] Targ:[57] Bloc:[1323] Aim:[591] CCast:[454] RndCast[66] TopCast[0]
04-27-34-948 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[51] Bloc:[504] Aim:[348] CCast:[222] RndCast[87] TopCast[0]
04-27-38-325 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[52] Targ:[43] Bloc:[331] Aim:[259] CCast:[124] RndCast[29] TopCast[0]
04-27-41-491 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[31] Bloc:[10] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
04-27-44-658 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[30] Bloc:[10] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-27-47-836 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[30] Bloc:[11] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-27-51-007 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[32] Bloc:[9] Aim:[20] CCast:[0] RndCast[0] TopCast[0]
04-27-55-210 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[34] Bloc:[12] Aim:[22] CCast:[0] RndCast[0] TopCast[0]
04-27-58-208 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[34] Bloc:[66] Aim:[79] CCast:[0] RndCast[57] TopCast[0]
04-28-01-393 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[28] Bloc:[11] Aim:[16] CCast:[0] RndCast[0] TopCast[0]
04-28-05-271 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[31] Bloc:[11] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
04-28-08-446 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[30] Bloc:[9] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-28-11-617 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[30] Bloc:[12] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-28-14-785 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[31] Bloc:[9] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
04-28-17-959 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[30] Bloc:[11] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
04-28-20-958 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[33] Bloc:[10] Aim:[21] CCast:[0] RndCast[0] TopCast[0]
04-28-24-130 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[35] Bloc:[10] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
04-28-27-299 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[34] Bloc:[9] Aim:[22] CCast:[0] RndCast[0] TopCast[0]
04-28-30-301 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[29] Bloc:[11] Aim:[17] CCast:[0] RndCast[0] TopCast[0]
04-28-34-137 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[27] Bloc:[12] Aim:[15] CCast:[0] RndCast[0] TopCast[0]
04-28-37-301 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[31] Bloc:[10] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
04-28-40-301 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[31] Bloc:[10] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
04-28-43-466 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[33] Bloc:[11] Aim:[21] CCast:[0] RndCast[0] TopCast[0]
04-28-46-630 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[35] Bloc:[66] Aim:[80] CCast:[26] RndCast[31] TopCast[0]
04-28-49-794 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[34] Bloc:[68] Aim:[79] CCast:[0] RndCast[57] TopCast[0]
04-28-52-793 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[29] Bloc:[9] Aim:[17] CCast:[0] RndCast[0] TopCast[0]
04-28-55-955 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[32] Bloc:[10] Aim:[20] CCast:[0] RndCast[0] TopCast[0]
04-28-59-122 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[34] Bloc:[14] Aim:[30] CCast:[2] RndCast[4] TopCast[0]
04-29-02-122 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[32] Bloc:[10] Aim:[24] CCast:[1] RndCast[3] TopCast[0]
04-29-05-959 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[31] Bloc:[10] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
04-29-09-122 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[35] Bloc:[123] Aim:[137] CCast:[26] RndCast[88] TopCast[0]
04-29-12-122 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[34] Bloc:[11] Aim:[22] CCast:[0] RndCast[0] TopCast[0]
04-29-15-290 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[29] Bloc:[9] Aim:[17] CCast:[0] RndCast[0] TopCast[0]
04-29-18-457 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[34] Bloc:[74] Aim:[88] CCast:[1] RndCast[64] TopCast[0]
04-29-21-457 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[33] Bloc:[8] Aim:[22] CCast:[0] RndCast[0] TopCast[0]
04-29-24-626 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[34] Bloc:[76] Aim:[87] CCast:[1] RndCast[64] TopCast[0]
04-29-27-790 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[32] Bloc:[9] Aim:[20] CCast:[0] RndCast[0] TopCast[0]
04-29-30-790 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[32] Bloc:[67] Aim:[77] CCast:[26] RndCast[31] TopCast[0]
04-29-33-991 - (STATS) -------- AIs:[12] - WcBlocks:[44] - AiReq:[51] Targ:[32] Bloc:[81] Aim:[86] CCast:[3] RndCast[57] TopCast[0]
