09-22-23_03-22-10-710 - Logging Started
03-24-55-729 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[6] Targ:[11] Bloc:[68] Aim:[27] CCast:[6] RndCast[12] TopCast[0]
03-33-12-881 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[66] Aim:[84] CCast:[1] RndCast[60] TopCast[0]
03-33-16-218 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[68] Aim:[80] CCast:[26] RndCast[33] TopCast[0]
03-33-19-380 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[34] Bloc:[8] Aim:[22] CCast:[0] RndCast[0] TopCast[0]
03-33-22-379 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[121] Aim:[137] CCast:[52] RndCast[62] TopCast[0]
03-33-25-553 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[8] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-33-29-190 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[29] Bloc:[10] Aim:[17] CCast:[0] RndCast[0] TopCast[0]
03-33-32-354 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[36] Bloc:[29] Aim:[44] CCast:[3] RndCast[9] TopCast[0]
03-33-35-354 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[60] Aim:[76] CCast:[26] RndCast[31] TopCast[0]
03-33-38-509 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[65] Aim:[80] CCast:[26] RndCast[31] TopCast[0]
03-33-41-677 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[12] Aim:[27] CCast:[0] RndCast[0] TopCast[0]
03-33-44-682 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[122] Aim:[137] CCast:[26] RndCast[88] TopCast[0]
03-33-47-850 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[30] Bloc:[8] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
03-33-51-019 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[29] Bloc:[10] Aim:[17] CCast:[0] RndCast[0] TopCast[0]
03-33-54-021 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[33] Bloc:[68] Aim:[82] CCast:[27] RndCast[34] TopCast[0]
03-33-57-363 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[34] Bloc:[6] Aim:[22] CCast:[0] RndCast[0] TopCast[0]
03-34-01-248 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[16] Aim:[31] CCast:[1] RndCast[4] TopCast[0]
03-34-04-249 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[8] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-34-07-759 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[30] Bloc:[65] Aim:[75] CCast:[26] RndCast[31] TopCast[0]
03-34-10-926 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[29] Bloc:[8] Aim:[17] CCast:[0] RndCast[0] TopCast[0]
03-34-14-100 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[16] Aim:[27] CCast:[1] RndCast[5] TopCast[0]
03-34-17-268 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[8] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-34-20-269 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[34] Bloc:[65] Aim:[79] CCast:[26] RndCast[31] TopCast[0]
03-34-23-620 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[29] Bloc:[8] Aim:[17] CCast:[0] RndCast[0] TopCast[0]
03-34-29-309 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[13] Aim:[31] CCast:[2] RndCast[6] TopCast[0]
03-34-33-128 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[10] Aim:[27] CCast:[1] RndCast[3] TopCast[0]
03-34-36-291 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[17] Aim:[27] CCast:[1] RndCast[5] TopCast[0]
03-34-39-290 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[9] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-34-42-453 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[64] Aim:[80] CCast:[26] RndCast[31] TopCast[0]
03-34-45-451 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[33] Bloc:[9] Aim:[21] CCast:[0] RndCast[0] TopCast[0]
03-34-48-613 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[19] Aim:[35] CCast:[2] RndCast[8] TopCast[0]
03-34-51-612 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[8] Aim:[27] CCast:[1] RndCast[3] TopCast[0]
03-34-54-773 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[17] Aim:[27] CCast:[1] RndCast[5] TopCast[0]
